,Descriptive_Characters_Of_Fish_Eggs
1039,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46115&GenusName=Cosmocampus&SpeciesName=howensis&fc=258&stockcode=38872
1040,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46117&GenusName=Cosmocampus&SpeciesName=investigatoris&fc=258&stockcode=38868
1041,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5968&GenusName=Cosmocampus&SpeciesName=maxweberi&fc=258&stockcode=6277
1042,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3282&GenusName=Cosmocampus&SpeciesName=profundus&fc=258&stockcode=3478
1043,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=17234&GenusName=Cosmocampus&SpeciesName=retropinnis&fc=258&stockcode=15494
1044,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4061&GenusName=Cottus&SpeciesName=aleuticus&fc=277&stockcode=4257
1045,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4062&GenusName=Cottus&SpeciesName=asper&fc=277&stockcode=4258
1046,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4068&GenusName=Cottus&SpeciesName=cognatus&fc=277&stockcode=4264
1047,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=2439&GenusName=Cottus&SpeciesName=gobio&fc=277&stockcode=2633
1048,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=2748&GenusName=Couesius&SpeciesName=plumbeus&fc=122&stockcode=2944
1049,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=17070&GenusName=Cremnochorites&SpeciesName=capensis&fc=390&stockcode=15440
1050,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3167&GenusName=Crenichthys&SpeciesName=baileyi&fc=213&stockcode=3363
1051,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26682&GenusName=Crenicichla&SpeciesName=johanna&fc=349&stockcode=20851
1052,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=11159&GenusName=Crenicichla&SpeciesName=lepidota&fc=349&stockcode=11484
1053,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46910&GenusName=Crenicichla&SpeciesName=regani&fc=349&stockcode=39510
1054,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12312&GenusName=Crenicichla&SpeciesName=saxatilis&fc=349&stockcode=12639
1055,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12294&GenusName=Cribroheros&SpeciesName=alfari&fc=349&stockcode=12620
1056,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26748&GenusName=Cribroheros&SpeciesName=longimanus&fc=349&stockcode=20912
1057,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26759&GenusName=Cribroheros&SpeciesName=rostratus&fc=349&stockcode=20924
1058,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46606&GenusName=Crocodilichthys&SpeciesName=gracilis&fc=390&stockcode=39262
1059,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=6457&GenusName=Cromileptes&SpeciesName=altivelis&fc=289&stockcode=6779
1060,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7560&GenusName=Crossosalarias&SpeciesName=macrospilus&fc=392&stockcode=7864
1061,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=54025&GenusName=Cruriraja&SpeciesName=andamanica&fc=715&stockcode=44806
1062,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=47679&GenusName=Cruriraja&SpeciesName=atlantis&fc=715&stockcode=40069
1063,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=54099&GenusName=Cruriraja&SpeciesName=cadenati&fc=715&stockcode=44874
1064,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=10122&GenusName=Cruriraja&SpeciesName=parcomaculata&fc=715&stockcode=10445
1065,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=47558&GenusName=Cruriraja&SpeciesName=poeyi&fc=715&stockcode=39981
1066,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=51854&GenusName=Cruriraja&SpeciesName=rugosa&fc=715&stockcode=43290
1067,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7111&GenusName=Cryodraco&SpeciesName=antarcticus&fc=384&stockcode=7549
1068,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46327&GenusName=Cryptichthys&SpeciesName=jojettae&fc=390&stockcode=39039
1069,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=26803&GenusName=Cryptoheros&SpeciesName=panamensis&fc=349&stockcode=20968
1070,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7775&GenusName=Cryptoheros&SpeciesName=spilurus&fc=349&stockcode=8085
1071,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=60&GenusName=Crystallogobius&SpeciesName=linearis&fc=405&stockcode=70
1072,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=6015&GenusName=Ctenochaetus&SpeciesName=strigosus&fc=412&stockcode=6329
1073,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3858&GenusName=Ctenogobius&SpeciesName=boleosoma&fc=405&stockcode=4054
1074,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=61&GenusName=Ctenolabrus&SpeciesName=rupestris&fc=362&stockcode=71
1075,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=79&GenusName=Ctenopharyngodon&SpeciesName=idella&fc=122&stockcode=88
1076,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=10042&GenusName=Ctenopoma&SpeciesName=maculatum&fc=426&stockcode=10365
1077,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=10049&GenusName=Ctenopoma&SpeciesName=pellegrini&fc=426&stockcode=10372
1078,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=11889&GenusName=Cubanichthys&SpeciesName=cubensis&fc=212&stockcode=12215
1079,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=27735&GenusName=Cubanichthys&SpeciesName=pengelleyi&fc=212&stockcode=21680
1080,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3271&GenusName=Culaea&SpeciesName=inconstans&fc=260&stockcode=3467
1081,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8165&GenusName=Cunningtonia&SpeciesName=longiventralis&fc=349&stockcode=8476
1082,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8570&GenusName=Cyathopharynx&SpeciesName=furcifer&fc=349&stockcode=8885
1083,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=979&GenusName=Cyclopsetta&SpeciesName=chittendeni&fc=514&stockcode=995
1084,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=62&GenusName=Cyclopterus&SpeciesName=lumpus&fc=284&stockcode=72
1085,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5116&GenusName=Cyclothone&SpeciesName=acclinidens&fc=88&stockcode=5352
1086,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7384&GenusName=Cyclothone&SpeciesName=atraria&fc=88&stockcode=7684
1087,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1774&GenusName=Cyclothone&SpeciesName=braueri&fc=88&stockcode=1970
1088,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1775&GenusName=Cyclothone&SpeciesName=microdon&fc=88&stockcode=1971
1089,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=6967&GenusName=Cyclothone&SpeciesName=pseudopallida&fc=88&stockcode=7290
1090,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=25278&GenusName=Cyclothone&SpeciesName=signata&fc=88&stockcode=20022
1091,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7099&GenusName=Cygnodraco&SpeciesName=mawsoni&fc=383&stockcode=7481
1092,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3626&GenusName=Cymatogaster&SpeciesName=aggregata&fc=348&stockcode=3822
1093,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=49707&GenusName=Cynopoecilus&SpeciesName=melanotaenia&fc=601&stockcode=41607
1094,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1171&GenusName=Cynoscion&SpeciesName=jamaicensis&fc=331&stockcode=1187
1095,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1175&GenusName=Cynoscion&SpeciesName=nothus&fc=331&stockcode=1191
1096,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3581&GenusName=Cynoscion&SpeciesName=parvipinnis&fc=331&stockcode=3777
1097,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=406&GenusName=Cynoscion&SpeciesName=regalis&fc=331&stockcode=420
1098,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3582&GenusName=Cynoscion&SpeciesName=xanthulus&fc=331&stockcode=3778
1099,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=2323&GenusName=Cynotilapia&SpeciesName=afra&fc=349&stockcode=2518
1100,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8572&GenusName=Cyphotilapia&SpeciesName=frontosa&fc=349&stockcode=8887
1101,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8573&GenusName=Cyprichromis&SpeciesName=leptosoma&fc=349&stockcode=8888
1102,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3174&GenusName=Cyprinodon&SpeciesName=macularius&fc=212&stockcode=3370
1103,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3175&GenusName=Cyprinodon&SpeciesName=nevadensis&fc=212&stockcode=3371
1104,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=59790&GenusName=Cyprinodon&SpeciesName=pisteri&fc=212&stockcode=49535
1105,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3181&GenusName=Cyprinodon&SpeciesName=variegatus&fc=212&stockcode=3377
1106,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1450&GenusName=Cyprinus&SpeciesName=carpio&fc=122&stockcode=1643
1107,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=51857&GenusName=Dactylobatus&SpeciesName=armatus&fc=19&stockcode=43291
1108,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7608&GenusName=Dactylobatus&SpeciesName=clarkii&fc=19&stockcode=7912
1109,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=60683&GenusName=Dactyloscopus&SpeciesName=metoecus&fc=380&stockcode=50450
1110,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=2705&GenusName=Dallia&SpeciesName=pectoralis&fc=75&stockcode=2901
1111,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1789&GenusName=Dalophis&SpeciesName=imberbis&fc=66&stockcode=1985
1112,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=2046&GenusName=Danakilia&SpeciesName=franchettii&fc=349&stockcode=2242
1113,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4653&GenusName=Danio&SpeciesName=rerio&fc=122&stockcode=4841
1114,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=14055&GenusName=Dannevigia&SpeciesName=tusca&fc=186&stockcode=13984
1115,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5110&GenusName=Dascyllus&SpeciesName=aruanus&fc=350&stockcode=5345
1116,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=5112&GenusName=Dascyllus&SpeciesName=trimaculatus&fc=350&stockcode=5347
1117,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=993&GenusName=Decapterus&SpeciesName=macarellus&fc=314&stockcode=1009
1118,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1938&GenusName=Decapterus&SpeciesName=macrosoma&fc=314&stockcode=2134
1119,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=994&GenusName=Decapterus&SpeciesName=punctatus&fc=314&stockcode=1010
1120,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=374&GenusName=Decapterus&SpeciesName=russelli&fc=314&stockcode=388
1121,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=16282&GenusName=Deltentosteus&SpeciesName=quadrimaculatus&fc=405&stockcode=15055
1122,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4912&GenusName=Dendrochirus&SpeciesName=brachypterus&fc=264&stockcode=5145
1123,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=15413&GenusName=Dentiraja&SpeciesName=australis&fc=19&stockcode=14675
1124,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=24076&GenusName=Dentiraja&SpeciesName=cerva&fc=19&stockcode=19141
1125,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=24081&GenusName=Dentiraja&SpeciesName=lemprieri&fc=19&stockcode=19144
1126,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=15419&GenusName=Dentiraja&SpeciesName=polyommata&fc=19&stockcode=14681
1127,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7445&GenusName=Derichthys&SpeciesName=serpentinus&fc=67&stockcode=7747
1128,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=24957&GenusName=Dermatopsis&SpeciesName=macrodon&fc=472&stockcode=19753
1129,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=24960&GenusName=Dermatopsis&SpeciesName=multiradiatus&fc=472&stockcode=19755
1130,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=16797&GenusName=Dermatopsoides&SpeciesName=kasougae&fc=472&stockcode=15256
1131,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=10249&GenusName=Dermatopsoides&SpeciesName=talboti&fc=472&stockcode=10572
1132,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=3262&GenusName=Desmodema&SpeciesName=lorum&fc=225&stockcode=3458
1133,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=50936&GenusName=Deuterodon&SpeciesName=langei&fc=102&stockcode=46807
1134,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=65001&GenusName=Diagramma&SpeciesName=centurio&fc=327&stockcode=55038
1135,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=56923&GenusName=Diagramma&SpeciesName=labiosum&fc=327&stockcode=46737
1136,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=60078&GenusName=Diagramma&SpeciesName=melanacrum&fc=327&stockcode=49824
1137,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=4465&GenusName=Diagramma&SpeciesName=pictum&fc=327&stockcode=4662
1138,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=10346&GenusName=Diagramma&SpeciesName=punctatum&fc=327&stockcode=10669
1139,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=23243&GenusName=Diancistrus&SpeciesName=erythraeus&fc=472&stockcode=18465
1140,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=23244&GenusName=Diancistrus&SpeciesName=fuscus&fc=472&stockcode=18466
1141,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=24961&GenusName=Diancistrus&SpeciesName=longifilis&fc=472&stockcode=19756
1142,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=56404&GenusName=Diancistrus&SpeciesName=novaeguineae&fc=472&stockcode=46450
1143,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=63&GenusName=Dicentrarchus&SpeciesName=labrax&fc=487&stockcode=73
1144,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=526&GenusName=Dicologlossa&SpeciesName=cuneata&fc=441&stockcode=542
1145,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=56340&GenusName=Dicrolene&SpeciesName=filamentosa&fc=186&stockcode=46390
1146,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=56341&GenusName=Dicrolene&SpeciesName=gregoryi&fc=186&stockcode=46391
1147,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=56342&GenusName=Dicrolene&SpeciesName=hubrechti&fc=186&stockcode=46392
1148,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8091&GenusName=Dicrolene&SpeciesName=introniger&fc=186&stockcode=8401
1149,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=54897&GenusName=Dicrolene&SpeciesName=kanazawai&fc=186&stockcode=45453
1150,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=54124&GenusName=Dicrolene&SpeciesName=longimana&fc=186&stockcode=44899
1151,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=56343&GenusName=Dicrolene&SpeciesName=mesogramma&fc=186&stockcode=46393
1152,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7888&GenusName=Dicrolene&SpeciesName=multifilis&fc=186&stockcode=8199
1153,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=55191&GenusName=Dicrolene&SpeciesName=nigra&fc=186&stockcode=45711
1154,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=56344&GenusName=Dicrolene&SpeciesName=nigricaudis&fc=186&stockcode=46394
1155,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8954&GenusName=Dicrolene&SpeciesName=pallidus&fc=186&stockcode=9275
1156,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=56345&GenusName=Dicrolene&SpeciesName=pullata&fc=186&stockcode=46395
1157,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=23231&GenusName=Dicrolene&SpeciesName=quinquarius&fc=186&stockcode=18453
1158,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=23232&GenusName=Dicrolene&SpeciesName=tristis&fc=186&stockcode=18455
1159,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=56346&GenusName=Dicrolene&SpeciesName=vaillanti&fc=186&stockcode=46396
1160,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=12325&GenusName=Dicrossus&SpeciesName=filamentosus&fc=349&stockcode=12653
1161,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46804&GenusName=Dicrossus&SpeciesName=maculatus&fc=349&stockcode=39416
1162,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=24965&GenusName=Didymothallus&SpeciesName=mizolepis&fc=472&stockcode=19759
1163,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7300&GenusName=Dinematichthys&SpeciesName=iluocoeteoides&fc=723&stockcode=7600
1164,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=23241&GenusName=Diplacanthopoma&SpeciesName=japonicus&fc=472&stockcode=18464
1165,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=54870&GenusName=Diplacanthopoma&SpeciesName=jordani&fc=472&stockcode=45429
1166,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=60534&GenusName=Diplacanthopoma&SpeciesName=kreffti&fc=472&stockcode=50302
1167,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=16798&GenusName=Diplacanthopoma&SpeciesName=nigripinnis&fc=472&stockcode=15257
1168,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=56424&GenusName=Diplacanthopoma&SpeciesName=raniceps&fc=472&stockcode=46470
1169,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=56425&GenusName=Diplacanthopoma&SpeciesName=riversandersoni&fc=472&stockcode=46471
1170,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=64&GenusName=Diplecogaster&SpeciesName=bimaculata&fc=434&stockcode=74
1171,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=46298&GenusName=Diplocrepis&SpeciesName=puniceus&fc=434&stockcode=39017
1172,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=1752&GenusName=Diplodus&SpeciesName=annularis&fc=330&stockcode=1948
1173,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=10155&GenusName=Diplophos&SpeciesName=taenia&fc=88&stockcode=10478
1174,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=8460&GenusName=Diplospinus&SpeciesName=multistriatus&fc=414&stockcode=8774
1175,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=928&GenusName=Dipterygonotus&SpeciesName=balteatus&fc=459&stockcode=944
1176,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=2058&GenusName=Dipturus&SpeciesName=batis&fc=19&stockcode=2253
1177,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=7604&GenusName=Dipturus&SpeciesName=bullisi&fc=19&stockcode=7908
1178,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=25569&GenusName=Dipturus&SpeciesName=campbelli&fc=19&stockcode=20173
1179,https://www.fishbase.de/Reproduction/FishEggInfoSummary.php?ID=54103&GenusName=Dipturus&SpeciesName=crosnieri&fc=19&stockcode=44877
