,Species_with_Information_on_Predators
779,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4833&GenusName=Glossogobius&SpeciesName=giuris
780,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=26&GenusName=Glyptocephalus&SpeciesName=cynoglossus
781,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4238&GenusName=Glyptocephalus&SpeciesName=zachirus
782,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8579&GenusName=Gnathochromis&SpeciesName=pfefferi
783,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=9950&GenusName=Gnatholepis&SpeciesName=cauerensis
784,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=15664&GenusName=Gnathophis&SpeciesName=capensis
785,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=46938&GenusName=Gobio&SpeciesName=cynocephalus
786,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4478&GenusName=Gobio&SpeciesName=gobio
787,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3733&GenusName=Gobioclinus&SpeciesName=kalisherae
788,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=22535&GenusName=Gobiomorphus&SpeciesName=breviceps
789,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10353&GenusName=Gobiomorphus&SpeciesName=cotidianus
790,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7040&GenusName=Gobionotothen&SpeciesName=acuta
791,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=59655&GenusName=Gobionotothen&SpeciesName=angustifrons
792,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7041&GenusName=Gobionotothen&SpeciesName=gibberifrons
793,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7042&GenusName=Gobionotothen&SpeciesName=marionensis
794,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3870&GenusName=Gobiosoma&SpeciesName=bosc
795,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3877&GenusName=Gobiosoma&SpeciesName=robustum
796,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4902&GenusName=Gobius&SpeciesName=auratus
797,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=72&GenusName=Gobius&SpeciesName=niger
798,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=73&GenusName=Gobius&SpeciesName=paganellus
799,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=16290&GenusName=Gobius&SpeciesName=strictus
800,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=16758&GenusName=Gonichthys&SpeciesName=barnesi
801,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1716&GenusName=Gonichthys&SpeciesName=cocco
802,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=54865&GenusName=Gonichthys&SpeciesName=venetus
803,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4528&GenusName=Gonorynchus&SpeciesName=gonorynchus
804,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=47007&GenusName=Grahamichthys&SpeciesName=radiata
805,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=27474&GenusName=Grammatonotus&SpeciesName=laysanus
806,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7997&GenusName=Gymnammodytes&SpeciesName=capensis
807,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1717&GenusName=Gymnammodytes&SpeciesName=cicerelus
808,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=75&GenusName=Gymnammodytes&SpeciesName=semisquamatus
809,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7317&GenusName=Gymnapistes&SpeciesName=marmoratus
810,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4474&GenusName=Gymnocephalus&SpeciesName=cernua
811,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7101&GenusName=Gymnodraco&SpeciesName=acuticeps
812,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=15869&GenusName=Gymnogobius&SpeciesName=isaza
813,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=15872&GenusName=Gymnogobius&SpeciesName=urotaenia
814,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6988&GenusName=Gymnoscopelus&SpeciesName=bolini
815,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6989&GenusName=Gymnoscopelus&SpeciesName=braueri
816,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6992&GenusName=Gymnoscopelus&SpeciesName=fraseri
817,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6993&GenusName=Gymnoscopelus&SpeciesName=hintonoides
818,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6994&GenusName=Gymnoscopelus&SpeciesName=microlampas
819,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6990&GenusName=Gymnoscopelus&SpeciesName=nicholsi
820,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6995&GenusName=Gymnoscopelus&SpeciesName=piabilis
821,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6497&GenusName=Gymnothorax&SpeciesName=gracilicauda
822,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5393&GenusName=Gymnothorax&SpeciesName=margaritophorus
823,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1103&GenusName=Gymnothorax&SpeciesName=miliaris
824,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7547&GenusName=Gymnothorax&SpeciesName=moringa
825,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=58744&GenusName=Gymnotus&SpeciesName=arapaima
826,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1128&GenusName=Haemulon&SpeciesName=aurolineatum
827,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1131&GenusName=Haemulon&SpeciesName=carbonarium
828,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1134&GenusName=Haemulon&SpeciesName=chrysargyreum
829,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1135&GenusName=Haemulon&SpeciesName=flavolineatum
830,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1140&GenusName=Haemulon&SpeciesName=plumierii
831,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3572&GenusName=Haemulon&SpeciesName=vittatum
832,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2012&GenusName=Halargyreus&SpeciesName=johnsonii
833,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7727&GenusName=Halicampus&SpeciesName=grayi
834,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3660&GenusName=Halichoeres&SpeciesName=bivittatus
835,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3663&GenusName=Halichoeres&SpeciesName=garnoti
836,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3664&GenusName=Halichoeres&SpeciesName=maculipinna
837,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4858&GenusName=Halichoeres&SpeciesName=melanurus
838,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3665&GenusName=Halichoeres&SpeciesName=pictus
839,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3666&GenusName=Halichoeres&SpeciesName=poeyi
840,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5634&GenusName=Halichoeres&SpeciesName=trimaculatus
841,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3091&GenusName=Halieutichthys&SpeciesName=aculeatus
842,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5051&GenusName=Halosaurus&SpeciesName=ovenii
843,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=58667&GenusName=Hapalogenys&SpeciesName=analis
844,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=825&GenusName=Haploblepharus&SpeciesName=edwardsii
845,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=826&GenusName=Haploblepharus&SpeciesName=fuscus
846,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8597&GenusName=Haplotaxodon&SpeciesName=microlepis
847,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1478&GenusName=Harengula&SpeciesName=clupeola
848,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1479&GenusName=Harengula&SpeciesName=humeralis
849,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1480&GenusName=Harengula&SpeciesName=jaguana
850,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1481&GenusName=Harengula&SpeciesName=thrissina
851,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=10408&GenusName=Harpadon&SpeciesName=microchir
852,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7089&GenusName=Harpagifer&SpeciesName=antarcticus
853,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7090&GenusName=Harpagifer&SpeciesName=georgianus
854,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7092&GenusName=Harpagifer&SpeciesName=spinosus
855,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8046&GenusName=Helcogramma&SpeciesName=obtusirostris
856,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8514&GenusName=Helcogramma&SpeciesName=striata
857,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=55252&GenusName=Helcogrammoides&SpeciesName=cunninghami
858,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=76&GenusName=Helicolenus&SpeciesName=dactylopterus
859,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=55189&GenusName=Helicolenus&SpeciesName=lahillei
860,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=14309&GenusName=Helicolenus&SpeciesName=percoides
861,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3326&GenusName=Hemanthias&SpeciesName=peruanus
862,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=49319&GenusName=Hemerocoetes&SpeciesName=artus
863,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=49322&GenusName=Hemerocoetes&SpeciesName=morelandi
864,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5427&GenusName=Hemibagrus&SpeciesName=nemurus
865,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2389&GenusName=Hemichromis&SpeciesName=bimaculatus
866,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4755&GenusName=Hemiculter&SpeciesName=leucisculus
867,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5636&GenusName=Hemigymnus&SpeciesName=melapterus
868,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=23903&GenusName=Hemilepidotus&SpeciesName=gilberti
869,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4094&GenusName=Hemilepidotus&SpeciesName=jordani
870,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4095&GenusName=Hemilepidotus&SpeciesName=spinosus
871,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5898&GenusName=Hemipristis&SpeciesName=elongata
872,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1057&GenusName=Hemiramphus&SpeciesName=balao
873,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1059&GenusName=Hemiramphus&SpeciesName=brasiliensis
874,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4097&GenusName=Hemitripterus&SpeciesName=americanus
875,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4098&GenusName=Hemitripterus&SpeciesName=bolini
876,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=67377&GenusName=Hepsetus&SpeciesName=cuvieri
877,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1494&GenusName=Herklotsichthys&SpeciesName=quadrimaculatus
878,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2771&GenusName=Hesperoleucus&SpeciesName=symmetricus
879,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3224&GenusName=Heterandria&SpeciesName=formosa
880,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2319&GenusName=Heterobranchus&SpeciesName=longifilis
881,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=51521&GenusName=Heteroclinus&SpeciesName=perspicillatus
882,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1150&GenusName=Heteropriacanthus&SpeciesName=cruentatus
883,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2388&GenusName=Heterotis&SpeciesName=niloticus
884,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4032&GenusName=Hexagrammos&SpeciesName=decagrammus
885,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=24762&GenusName=Himantolophus&SpeciesName=appelii
886,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3099&GenusName=Himantolophus&SpeciesName=groenlandicus
887,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=58777&GenusName=Himantolophus&SpeciesName=sagamius
888,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6996&GenusName=Hintonia&SpeciesName=candens
889,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2666&GenusName=Hiodon&SpeciesName=alosoides
890,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3283&GenusName=Hippocampus&SpeciesName=erectus
891,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=13965&GenusName=Hippoglossina&SpeciesName=bollmani
892,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4229&GenusName=Hippoglossina&SpeciesName=oblonga
893,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4225&GenusName=Hippoglossina&SpeciesName=stomata
894,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=519&GenusName=Hippoglossoides&SpeciesName=elassodon
895,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4239&GenusName=Hippoglossoides&SpeciesName=platessoides
896,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1371&GenusName=Hippoglossus&SpeciesName=hippoglossus
897,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=514&GenusName=Hippoglossus&SpeciesName=stenolepis
898,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7457&GenusName=Hirundichthys&SpeciesName=affinis
899,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1035&GenusName=Hirundichthys&SpeciesName=rondeletii
900,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3089&GenusName=Histrio&SpeciesName=histrio
901,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3610&GenusName=Holacanthus&SpeciesName=tricolor
902,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1061&GenusName=Holocentrus&SpeciesName=adscensionis
903,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1062&GenusName=Holocentrus&SpeciesName=rufus
904,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=829&GenusName=Holohalaelurus&SpeciesName=regani
905,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=16465&GenusName=Holtbyrnia&SpeciesName=ophiocephala
906,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4757&GenusName=Hoplias&SpeciesName=malabaricus
907,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=14346&GenusName=Hoplichthys&SpeciesName=haswelli
908,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=334&GenusName=Hoplostethus&SpeciesName=atlanticus
909,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=5471&GenusName=Hoplostethus&SpeciesName=cadenati
910,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4964&GenusName=Hoplostethus&SpeciesName=mediterraneus
911,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2773&GenusName=Hybognathus&SpeciesName=hankinsoni
912,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2589&GenusName=Hydrolagus&SpeciesName=colliei
913,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1719&GenusName=Hygophum&SpeciesName=hygomii
914,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=16665&GenusName=Hygophum&SpeciesName=macrochir
915,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4522&GenusName=Hygophum&SpeciesName=proximum
916,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4520&GenusName=Hygophum&SpeciesName=reinhardtii
917,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1720&GenusName=Hymenocephalus&SpeciesName=italicus
918,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=23179&GenusName=Hymenocephalus&SpeciesName=lethonemus
919,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=23177&GenusName=Hymenocephalus&SpeciesName=striatissimus
920,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1247&GenusName=Hypanus&SpeciesName=americanus
921,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2574&GenusName=Hypanus&SpeciesName=sabinus
922,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2575&GenusName=Hypanus&SpeciesName=say
923,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1573&GenusName=Hyperlophus&SpeciesName=vittatus
924,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=496&GenusName=Hyperoglyphe&SpeciesName=antarctica
925,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3921&GenusName=Hyperoglyphe&SpeciesName=perciformis
926,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1374&GenusName=Hyperoplus&SpeciesName=lanceolatus
927,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3237&GenusName=Hypoatherina&SpeciesName=harringtonensis
928,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=8120&GenusName=Hypoatherina&SpeciesName=ovalaua
929,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1307&GenusName=Hypoatherina&SpeciesName=temminckii
930,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=254&GenusName=Hypomesus&SpeciesName=olidus
931,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=255&GenusName=Hypomesus&SpeciesName=pretiosus
932,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2696&GenusName=Hypomesus&SpeciesName=transpacificus
933,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=12759&GenusName=Hypoplectrus&SpeciesName=puella
934,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=12725&GenusName=Hyporhamphus&SpeciesName=australis
935,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=7711&GenusName=Hyporhamphus&SpeciesName=capensis
936,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=14582&GenusName=Hyporhamphus&SpeciesName=melanochir
937,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1060&GenusName=Hyporhamphus&SpeciesName=unifasciatus
938,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4164&GenusName=Hypsagonus&SpeciesName=quadricornis
939,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=22755&GenusName=Hypseleotris&SpeciesName=compressa
940,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3763&GenusName=Hypsoblennius&SpeciesName=hentz
941,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=27242&GenusName=Hypsoblennius&SpeciesName=sordidus
942,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4241&GenusName=Hypsopsetta&SpeciesName=guttulata
943,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4099&GenusName=Icelinus&SpeciesName=borealis
944,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=23906&GenusName=Icelus&SpeciesName=canaliculatus
945,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=23910&GenusName=Icelus&SpeciesName=perminovi
946,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=4109&GenusName=Icelus&SpeciesName=spiniger
947,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1804&GenusName=Ichthyococcus&SpeciesName=ovatus
948,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2515&GenusName=Ichthyomyzon&SpeciesName=castaneus
949,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2516&GenusName=Ichthyomyzon&SpeciesName=fossor
950,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=2518&GenusName=Ichthyomyzon&SpeciesName=greeleyi
951,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3922&GenusName=Icichthys&SpeciesName=lockingtoni
952,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=3929&GenusName=Icosteus&SpeciesName=aenigmaticus
953,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=290&GenusName=Ictalurus&SpeciesName=punctatus
954,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=6970&GenusName=Idiacanthus&SpeciesName=atlanticus
955,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1625&GenusName=Ilisha&SpeciesName=africana
956,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=1627&GenusName=Ilisha&SpeciesName=elongata
957,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=12894&GenusName=Iluocoetes&SpeciesName=fimbriatus
958,https://www.fishbase.de/TrophicEco/PredatorList.php?ID=9103&GenusName=Ilyophis&SpeciesName=brunneus
