,Length_Weight_Parameters
1448,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=9245&GenusName=Cynoglossus&SpeciesName=itinus&fc=442
1449,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8958&GenusName=Cynoglossus&SpeciesName=joyneri&fc=442
1450,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5489&GenusName=Cynoglossus&SpeciesName=lida&fc=442
1451,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=59531&GenusName=Cynoglossus&SpeciesName=lighti&fc=442
1452,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6083&GenusName=Cynoglossus&SpeciesName=macrostomus&fc=442
1453,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4807&GenusName=Cynoglossus&SpeciesName=puncticeps&fc=442
1454,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=13073&GenusName=Cynoglossus&SpeciesName=robustus&fc=442
1455,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=17172&GenusName=Cynoglossus&SpeciesName=semilaevis&fc=442
1456,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=16281&GenusName=Cynoglossus&SpeciesName=sinusarabici&fc=442
1457,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7656&GenusName=Cynoglossus&SpeciesName=suyeni&fc=442
1458,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=49707&GenusName=Cynopoecilus&SpeciesName=melanotaenia&fc=601
1459,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=13777&GenusName=Cynoponticus&SpeciesName=coniceps&fc=504
1460,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1096&GenusName=Cynoponticus&SpeciesName=savanna&fc=504
1461,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=23495&GenusName=Cynopotamus&SpeciesName=argenteus&fc=102
1462,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=57801&GenusName=Cynopotamus&SpeciesName=kincaidi&fc=102
1463,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=57977&GenusName=Cynopotamus&SpeciesName=magdalenae&fc=102
1464,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=63561&GenusName=Cynopotamus&SpeciesName=xinguano&fc=102
1465,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1169&GenusName=Cynoscion&SpeciesName=acoupa&fc=331
1466,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14024&GenusName=Cynoscion&SpeciesName=albus&fc=331
1467,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1170&GenusName=Cynoscion&SpeciesName=arenarius&fc=331
1468,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=52918&GenusName=Cynoscion&SpeciesName=guatucupa&fc=331
1469,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1171&GenusName=Cynoscion&SpeciesName=jamaicensis&fc=331
1470,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1173&GenusName=Cynoscion&SpeciesName=leiarchus&fc=331
1471,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1174&GenusName=Cynoscion&SpeciesName=microlepidotus&fc=331
1472,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14027&GenusName=Cynoscion&SpeciesName=nannus&fc=331
1473,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=405&GenusName=Cynoscion&SpeciesName=nebulosus&fc=331
1474,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1175&GenusName=Cynoscion&SpeciesName=nothus&fc=331
1475,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14026&GenusName=Cynoscion&SpeciesName=othonopterus&fc=331
1476,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3581&GenusName=Cynoscion&SpeciesName=parvipinnis&fc=331
1477,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=11001&GenusName=Cynoscion&SpeciesName=phoxocephalus&fc=331
1478,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14028&GenusName=Cynoscion&SpeciesName=praedatorius&fc=331
1479,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=406&GenusName=Cynoscion&SpeciesName=regalis&fc=331
1480,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14030&GenusName=Cynoscion&SpeciesName=reticulatus&fc=331
1481,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=11002&GenusName=Cynoscion&SpeciesName=stolzmanni&fc=331
1482,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=407&GenusName=Cynoscion&SpeciesName=striatus&fc=331
1483,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1178&GenusName=Cynoscion&SpeciesName=virescens&fc=331
1484,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3582&GenusName=Cynoscion&SpeciesName=xanthulus&fc=331
1485,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12645&GenusName=Cypho&SpeciesName=purpurascens&fc=291
1486,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=25643&GenusName=Cyphocharax&SpeciesName=abramoides&fc=111
1487,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51264&GenusName=Cyphocharax&SpeciesName=festivus&fc=111
1488,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=23442&GenusName=Cyphocharax&SpeciesName=gilbert&fc=111
1489,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51382&GenusName=Cyphocharax&SpeciesName=gouldingi&fc=111
1490,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=27826&GenusName=Cyphocharax&SpeciesName=helleri&fc=111
1491,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51252&GenusName=Cyphocharax&SpeciesName=leucostictus&fc=111
1492,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48997&GenusName=Cyphocharax&SpeciesName=magdalenae&fc=111
1493,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51340&GenusName=Cyphocharax&SpeciesName=modestus&fc=111
1494,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51247&GenusName=Cyphocharax&SpeciesName=nagelii&fc=111
1495,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51263&GenusName=Cyphocharax&SpeciesName=notatus&fc=111
1496,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=11888&GenusName=Cyphocharax&SpeciesName=saladensis&fc=111
1497,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51324&GenusName=Cyphocharax&SpeciesName=spilotus&fc=111
1498,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=27828&GenusName=Cyphocharax&SpeciesName=spilurus&fc=111
1499,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51218&GenusName=Cyphocharax&SpeciesName=stilbolepis&fc=111
1500,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=51337&GenusName=Cyphocharax&SpeciesName=voga&fc=111
1501,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48060&GenusName=Cyphocottus&SpeciesName=eurystomus&fc=584
1502,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=48064&GenusName=Cyphocottus&SpeciesName=megalops&fc=584
1503,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5407&GenusName=Cyphomyrus&SpeciesName=discorhynchus&fc=40
1504,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2912&GenusName=Cyprinella&SpeciesName=venusta&fc=122
1505,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=54827&GenusName=Cyprinion&SpeciesName=kais&fc=122
1506,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=54828&GenusName=Cyprinion&SpeciesName=macrostomum&fc=122
1507,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=54721&GenusName=Cyprinion&SpeciesName=tenuiradius&fc=122
1508,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=23213&GenusName=Cyprinion&SpeciesName=watsoni&fc=122
1509,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=57257&GenusName=Cyprinodon&SpeciesName=artifrons&fc=212
1510,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6250&GenusName=Cyprinodon&SpeciesName=fontinalis&fc=212
1511,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3181&GenusName=Cyprinodon&SpeciesName=variegatus&fc=212
1512,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1450&GenusName=Cyprinus&SpeciesName=carpio&fc=122
1513,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14468&GenusName=Cyprinus&SpeciesName=multitaeniatus&fc=122
1514,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4953&GenusName=Cyttopsis&SpeciesName=rosea&fc=247
1515,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10676&GenusName=Cyttus&SpeciesName=traversi&fc=629
1516,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4485&GenusName=Dactyloptena&SpeciesName=orientalis&fc=285
1517,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1021&GenusName=Dactylopterus&SpeciesName=volitans&fc=285
1518,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=669&GenusName=Dalatias&SpeciesName=licha&fc=557
1519,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2705&GenusName=Dallia&SpeciesName=pectoralis&fc=75
1520,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7816&GenusName=Dascyllus&SpeciesName=albisella&fc=350
1521,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5110&GenusName=Dascyllus&SpeciesName=aruanus&fc=350
1522,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=11985&GenusName=Dascyllus&SpeciesName=marginatus&fc=350
1523,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5113&GenusName=Dascyllus&SpeciesName=reticulatus&fc=350
1524,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5112&GenusName=Dascyllus&SpeciesName=trimaculatus&fc=350
1525,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7381&GenusName=Dasyatis&SpeciesName=brevis&fc=20
1526,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2060&GenusName=Dasyatis&SpeciesName=pastinaca&fc=20
1527,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4085&GenusName=Dasycottus&SpeciesName=setiger&fc=282
1528,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=49299&GenusName=Dasyloricaria&SpeciesName=filamentosa&fc=157
1529,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14698&GenusName=Datnioides&SpeciesName=polota&fc=586
1530,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4473&GenusName=Dawkinsia&SpeciesName=filamentosa&fc=122
1531,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12049&GenusName=Daysciaena&SpeciesName=albida&fc=331
1532,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=670&GenusName=Deania&SpeciesName=calcea&fc=558
1533,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=671&GenusName=Deania&SpeciesName=hystricosa&fc=558
1534,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=672&GenusName=Deania&SpeciesName=profundorum&fc=558
1535,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1940&GenusName=Decapterus&SpeciesName=kurroides&fc=314
1536,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=993&GenusName=Decapterus&SpeciesName=macarellus&fc=314
1537,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1938&GenusName=Decapterus&SpeciesName=macrosoma&fc=314
1538,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1939&GenusName=Decapterus&SpeciesName=maruadsi&fc=314
1539,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=12302&GenusName=Decapterus&SpeciesName=muroadsi&fc=314
1540,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=994&GenusName=Decapterus&SpeciesName=punctatus&fc=314
1541,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=374&GenusName=Decapterus&SpeciesName=russelli&fc=314
1542,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=995&GenusName=Decapterus&SpeciesName=tabl&fc=314
1543,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=13696&GenusName=Deckertichthys&SpeciesName=aureolus&fc=326
1544,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46309&GenusName=Dellichthys&SpeciesName=morelandi&fc=434
1545,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=16282&GenusName=Deltentosteus&SpeciesName=quadrimaculatus&fc=405
1546,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4912&GenusName=Dendrochirus&SpeciesName=brachypterus&fc=264
1547,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4560&GenusName=Dendrophysa&SpeciesName=russelii&fc=331
1548,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=440&GenusName=Dentex&SpeciesName=angolensis&fc=330
1549,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4539&GenusName=Dentex&SpeciesName=canariensis&fc=330
1550,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4641&GenusName=Dentex&SpeciesName=congoensis&fc=330
1551,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=439&GenusName=Dentex&SpeciesName=dentex&fc=330
1552,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4536&GenusName=Dentex&SpeciesName=gibbosus&fc=330
1553,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=438&GenusName=Dentex&SpeciesName=macrophthalmus&fc=330
1554,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4538&GenusName=Dentex&SpeciesName=maroccanus&fc=330
1555,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4710&GenusName=Dentex&SpeciesName=tumifrons&fc=330
1556,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4527&GenusName=Denticeps&SpeciesName=clupeoides&fc=42
1557,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=9185&GenusName=Dermatolepis&SpeciesName=dermatolepis&fc=289
1558,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3322&GenusName=Dermatolepis&SpeciesName=inermis&fc=289
1559,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=11298&GenusName=Dermogenys&SpeciesName=pusilla&fc=694
1560,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50938&GenusName=Deuterodon&SpeciesName=iguape&fc=102
1561,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=50936&GenusName=Deuterodon&SpeciesName=langei&fc=102
1562,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10829&GenusName=Devario&SpeciesName=aequipinnatus&fc=122
1563,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10831&GenusName=Devario&SpeciesName=devario&fc=122
1564,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=24395&GenusName=Devario&SpeciesName=regina&fc=122
1565,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4465&GenusName=Diagramma&SpeciesName=pictum&fc=327
1566,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10329&GenusName=Diaphus&SpeciesName=coeruleus&fc=167
1567,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6590&GenusName=Diaphus&SpeciesName=dumerilii&fc=167
1568,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10265&GenusName=Diaphus&SpeciesName=garmani&fc=167
1569,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7438&GenusName=Diaphus&SpeciesName=metopoclampus&fc=167
1570,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7436&GenusName=Diaphus&SpeciesName=perspicillatus&fc=167
1571,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=61995&GenusName=Diapoma&SpeciesName=uruguayensis&fc=102
1572,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=3563&GenusName=Diapterus&SpeciesName=auratus&fc=326
1573,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=64004&GenusName=Diapterus&SpeciesName=brevirostris&fc=326
1574,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=10430&GenusName=Diapterus&SpeciesName=peruvianus&fc=326
1575,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1048&GenusName=Diapterus&SpeciesName=rhombeus&fc=326
1576,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6957&GenusName=Diastobranchus&SpeciesName=capensis&fc=57
1577,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4956&GenusName=Dibranchus&SpeciesName=atlanticus&fc=194
1578,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=63&GenusName=Dicentrarchus&SpeciesName=labrax&fc=487
1579,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=394&GenusName=Dicentrarchus&SpeciesName=punctatus&fc=487
1580,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5997&GenusName=Dichistius&SpeciesName=capensis&fc=338
1581,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5511&GenusName=Dichistius&SpeciesName=multifasciatus&fc=338
1582,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=11270&GenusName=Dichotomyctere&SpeciesName=fluviatilis&fc=448
1583,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=526&GenusName=Dicologlossa&SpeciesName=cuneata&fc=441
1584,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4957&GenusName=Dicologlossa&SpeciesName=hexophthalma&fc=441
1585,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2136&GenusName=Dimidiochromis&SpeciesName=kiwinge&fc=349
1586,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5522&GenusName=Dinoperca&SpeciesName=petersi&fc=522
1587,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=4659&GenusName=Diodon&SpeciesName=holocanthus&fc=449
1588,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1022&GenusName=Diodon&SpeciesName=hystrix&fc=449
1589,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2733&GenusName=Diogenichthys&SpeciesName=laternatus&fc=167
1590,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14230&GenusName=Diplectrum&SpeciesName=eumelum&fc=289
1591,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14231&GenusName=Diplectrum&SpeciesName=euryplectrum&fc=289
1592,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1203&GenusName=Diplectrum&SpeciesName=formosum&fc=289
1593,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14232&GenusName=Diplectrum&SpeciesName=labarum&fc=289
1594,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14233&GenusName=Diplectrum&SpeciesName=maximum&fc=289
1595,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14248&GenusName=Diplectrum&SpeciesName=pacificum&fc=289
1596,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7330&GenusName=Diplectrum&SpeciesName=radiale&fc=289
1597,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=14234&GenusName=Diplectrum&SpeciesName=rostrum&fc=289
1598,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=46298&GenusName=Diplocrepis&SpeciesName=puniceus&fc=434
1599,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1752&GenusName=Diplodus&SpeciesName=annularis&fc=330
1600,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8062&GenusName=Diplodus&SpeciesName=bellottii&fc=330
1601,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8066&GenusName=Diplodus&SpeciesName=cadenati&fc=330
1602,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6004&GenusName=Diplodus&SpeciesName=capensis&fc=330
1603,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2497&GenusName=Diplodus&SpeciesName=cervinus&fc=330
1604,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8063&GenusName=Diplodus&SpeciesName=fasciatus&fc=330
1605,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7932&GenusName=Diplodus&SpeciesName=hottentotus&fc=330
1606,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8070&GenusName=Diplodus&SpeciesName=lineatus&fc=330
1607,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8112&GenusName=Diplodus&SpeciesName=noct&fc=330
1608,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8064&GenusName=Diplodus&SpeciesName=prayensis&fc=330
1609,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1749&GenusName=Diplodus&SpeciesName=puntazzo&fc=330
1610,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1753&GenusName=Diplodus&SpeciesName=sargus&fc=330
1611,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=1754&GenusName=Diplodus&SpeciesName=vulgaris&fc=330
1612,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=6603&GenusName=Diploprion&SpeciesName=bifasciatum&fc=289
1613,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=8460&GenusName=Diplospinus&SpeciesName=multistriatus&fc=414
1614,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=5108&GenusName=Diproctacanthus&SpeciesName=xanthurus&fc=362
1615,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=2058&GenusName=Dipturus&SpeciesName=batis&fc=19
1616,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=13145&GenusName=Dipturus&SpeciesName=innominatus&fc=19
1617,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=7616&GenusName=Dipturus&SpeciesName=oxyrinchus&fc=19
1618,https://www.fishbase.de/popdyn/LWRelationshipList.php?ID=22831&GenusName=Diptychus&SpeciesName=maculatus&fc=122
